89	-179	43.702499
89	-177	42.555000
89	-175	41.220001
89	-173	48.722500
89	-171	51.617500
89	-169	50.084999
89	-167	47.125000
89	-165	54.692497
89	-163	44.945000
89	-161	52.657501
89	-159	49.394997
89	-157	49.712498
89	-155	46.049999
89	-153	54.747501
89	-151	49.912498
89	-149	49.925003
89	-147	52.302502
89	-145	46.842499
89	-143	47.487499
89	-141	45.117500
89	-139	44.752499
89	-137	43.332500
89	-135	41.654999
89	-133	44.912498
89	-131	32.389999
89	-129	32.207500
89	-127	35.322502
89	-125	37.150002
89	-123	33.747501
89	-121	26.672501
89	-119	25.865000
89	-117	27.259998
89	-115	23.722500
89	-113	30.007500
89	-111	29.027500
89	-109	26.057499
89	-107	35.282501
89	-105	25.125000
89	-103	32.494999
89	-101	29.672501
89	-99	25.562500
89	-97	28.587500
89	-95	22.222500
89	-93	19.057499
89	-91	23.287500
89	-89	18.965000
89	-87	24.330000
89	-85	19.205000
89	-83	20.172501
89	-81	17.122499
89	-79	18.400000
89	-77	21.514999
89	-75	14.045000
89	-73	17.500000
89	-71	11.885000
89	-69	15.187500
89	-67	14.305000
89	-65	10.720000
89	-63	17.475000
89	-61	11.857500
89	-59	10.857500
89	-57	16.632500
89	-55	17.969999
89	-53	13.062500
89	-51	14.400001
89	-49	11.772501
89	-47	11.200000
89	-45	12.005001
89	-43	14.970000
89	-41	14.020000
89	-39	16.812500
89	-37	11.095000
89	-35	10.112500
89	-33	13.770000
89	-31	14.957500
89	-29	15.182499
89	-27	11.957500
89	-25	10.840000
89	-23	10.477500
89	-21	9.917500
89	-19	8.860001
89	-17	18.107500
89	-15	15.160000
89	-13	11.812500
89	-11	15.514999
89	-9	16.000000
89	-7	15.260000
89	-5	16.490000
89	-3	14.847500
89	-1	16.787498
89	1	64.160004
89	3	55.277504
89	5	65.350006
89	7	55.945000
89	9	58.570000
89	11	60.239998
89	13	69.074997
89	15	67.432495
89	17	67.242508
89	19	64.992500
89	21	60.687500
89	23	67.630005
89	25	62.494999
89	27	68.442505
89	29	62.360001
89	31	64.242500
89	33	65.310005
89	35	68.187500
89	37	66.404999
89	39	72.972504
89	41	68.204994
89	43	70.050003
89	45	69.802505
89	47	60.070000
89	49	73.144997
89	51	74.107498
